date,username,rawContent
2022-11-20 15:11:21+00:00,ozellethegemini,"G: May artista siguro, dami bodyguards
O: San?
G: Sabi na e *nakita si “The peso is weak because the dollar is strong” sa loob ng isang store habang yung bodyguards nasa labas lang 🤣*
O: Artista ba yan? Pakielam ko dyan. Yaan mo sya. Day off nya linggo daw! 😂"
2022-11-17 19:11:08+00:00,WinwinEklabu,"Ano to bumababa ang presyo ng dolyar. Iyak na mga Kakampwets.😅 Spread the news ! ! 

The dollar is weak not because the dollar is weak. 
The dollar is weak because the Peso is strong.🤭🤭 https://t.co/YVUkcBpogC"
2022-11-13 02:00:00+00:00,FOCAP2020,"Ano ang masasabi mo sa pahayag na ""the peso is weak because the dollar is strong""? Share your thoughts in the comment section below.

Talakayin natin ang estado ng ating ekonomiya sa 2nd episode ng #ThinkTalk  hosted by @atomaraullo ngayong November. Abangan! #TruthBeTold https://t.co/xE2yCpRSj6"
2022-11-12 15:42:55+00:00,crimmyboi,the peso is weak not because its weak but because the dollar is strong!!
2022-11-11 11:47:26+00:00,Joelcptl,"The dollar is weak not because the PESO is strong.  
Asan na yung mga experts natin dyan sa ekononiya paki explain nga. https://t.co/xrBIJcwlrL"
2022-11-09 12:51:25+00:00,dalawatayo,Pagalingan ang mga law makers. May cable cars ban ang kdrama may dragon fruit meron din peso is not weak the dollar is just strong. Tapos si Zubiri mas ok daw dito ang journalists kesya China. Eh bakit compare sa mas mabulok at hindi ang gawing batayan ay yung mataas ang standard
2022-11-09 05:26:48+00:00,mariaeh___,“the peso is weak because the dollar is strong” 🥲
2022-11-09 04:05:32+00:00,danizzii,"Huy unsa mani 💀 It's giving the peso is not weak because the dollar is strong 🥴

Is this the future of IIT's representative to the MSU Board of Regents? Yikes.

Pub from @TheSilahisPub https://t.co/J5Cix83Kwp"
2022-11-08 09:28:45+00:00,mmmrycha,"""the dollar is strong because the peso is weak"" yan bobo mo tsaka yung tatay mo e"
2022-11-08 02:34:37+00:00,ethanreddavid,Walang Alam ang mga Marcos konde ang Alam mag party party mag attend ng mga events kumanta sumayaw magpayaman sa pwesto habang marami Pilipino gutom at naghihirap sa mga ng tataasan mga bilihin at bayaran the peso is weak because the dollar is strong 😂🤣
2022-11-06 06:20:46+00:00,ethanreddavid,"Tangina yan palitan ko na yang Sandro after sa peso is weak because the dollar is strong, ayan nanaman sya sa dragon fruit 🤣😂"
2022-11-05 15:06:37+00:00,xd_lem,"its giving ""the peso is not weak because the peso is not weak, the peso is weak because the dollar is strong"" pt.2"
2022-11-05 11:21:49+00:00,0manignat,"""di related ang kpop at politics""

pota sizt ang mahal na sa ktown4u ngayon bec the peso is weak not bec the dollar is strong bla bla"
2022-11-04 18:16:54+00:00,bluishrad,"The peso is weak because the dollar is strong

F"
2022-11-04 12:23:48+00:00,forestjarvis,Very funny seeing Americans complain about inflation and the dollar being weak while in the Philippines they complain about the dollar being too strong and making the Peso weaker
2022-11-03 13:13:48+00:00,purpleskie_,dollar strong and peso is weak 😭 ate chantelle anuba hahhahahahahahahha
2022-11-03 08:57:15+00:00,jujutaebear,Peso is weak not bec it's weak. Peso is weak bec dollar is strong 💪💪🥴🥴
2022-11-03 08:00:34+00:00,czarina_erica,hindi nga daw weak ung peso! strong nga lang daw ung dollar! kulet nyo powz 😆
2022-11-03 07:35:08+00:00,lula999999999,The peso is weak not because the peso is weak . It is because the dollar is strong.. 🥴🫢🫣🤔🥱
2022-11-03 07:08:57+00:00,meteor134,"Baguhin dapat nila wording:

FROM ""due to the weakening of the peso""
TO ""due to the strengthening of the dollar""

Kasi diba the peso is weak because the dollar is strong? Hahahahaha"
2022-11-02 16:37:02+00:00,prodtaeks,the peso is weak becuse the dollar is strong type of argument but i agree 😭😭😭
2022-11-02 09:21:19+00:00,CinabihanNgCute,Peso not weak. Dollar strong. https://t.co/kvNd8nQVgj
2022-11-01 13:44:55+00:00,vigilantelore,me when the peso is not weak because peso is weak peso is weak because dollar is strong
2022-10-31 18:32:26+00:00,fairykajade,Oh ganito talaga mag-logic mga peso is not weak dollar is strong. 😌
2022-10-31 13:49:32+00:00,Daniel4Eu,Grabe nanaman kayo ang sasama niyo alam niyo namang The peso in not weak because the dollar is strong The dollar is strong because the peso is weak
2022-10-31 10:03:08+00:00,cheekyhyo,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong
2022-10-31 09:29:55+00:00,McGreyvy,"it's giving ""the peso is not weak, the dollar is strong"" 🤣"
2022-10-30 09:40:26+00:00,PHTanodBayan,"More like wala na kasing natural gas sa Malampaya at kailangan na nating umangkat. Yun lang the peso is weak because the dollar is strong.

Energy crisis is imminent."
2022-10-30 04:34:59+00:00,nrikism,"#NewProfilePic the peso is not weak because the peso is weak 

The peso is weak because the dollar is strong https://t.co/CllX7I6lbQ"
2022-10-30 03:32:58+00:00,khenzeel13,The Peso is not weak because the dollar is strong. The President is not weak because the typhoon is strong. 😀🤔🤭
2022-10-29 15:06:56+00:00,rjohnalano,Because the peso is weak and the dollar is strong
2022-10-29 00:39:45+00:00,VoyagerXmen,"The Dollar is not weak, the Dollar is weak because the Peso is strong! what the pinklawans economists could say?"
2022-10-27 07:52:28+00:00,arstuvv,The peso js not weak because the peso is weak the peso is weak because the dollar is strong
2022-10-26 21:08:55+00:00,taponbuhay,"bru all i know for gen info is that the peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-26 12:32:37+00:00,mgb819,What are these maggots snorting? Their logic are similarly warped like “peso is not weak only because dollar is strong” or “inflation is not that high” https://t.co/Zn1s7exmk0
2022-10-26 06:50:57+00:00,cornykyle06,"Hala naa jud diay sa kaliwat no? ""Not because peso is weak but because dollar is strong"""
2022-10-25 13:54:41+00:00,rlphneedsclout,"the peso is not weak because the peso is weak, the peso is weak because the dollar is strong

guess waht logical fallacy is that?"
2022-10-25 10:16:57+00:00,mynameisjenjen,sumabay ba sa inflation ticket prices sa pilipinas? dahil ba the peso is not weak but the dollar is strong so the pero is weak?
2022-10-25 07:30:33+00:00,vtalunan,"The peso is not weak, it is the dollar that is strong! hahaha mag ama nga"
2022-10-25 07:15:47+00:00,najinyangii,"peso is not weak because it is weak, peso is weak because dollar is strong"
2022-10-25 01:47:15+00:00,polevu,"The dollar is strong not because the dollar is strong. The dollar is strong because the peso is weak. Thatbis the message of Us President Joe Biden. Hope Sandro gets it

https://t.co/F7i11dLno0"
2022-10-24 16:04:45+00:00,hamada91k,"the peso isnt weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-24 03:44:32+00:00,malebag1999,"FPLBM: Our economy is strong. It's the other nations' economies that are weak that affected ours.

Sandra: The Peso is not weak because it is weak. The Peso is weak because the US Dollar is strong.

Babaeng Ahas: Ang galing ng mag-ama ko.

Creative Scriptwriter: Beli gud."
2022-10-24 02:10:57+00:00,teddycasino,The peso is weak because the dollar is strong.
2022-10-23 02:51:52+00:00,andrei_monten,"…I’m broke not because peso is weak or the dollar is strong. I’m broke because I keep on buying new cases for my new phone 😂😂😂 

bahalag walay bugas Basta hilas

#iphone13promax 999 Gb Fully paid with Glutathione and freezer 🙄"
2022-10-22 15:49:02+00:00,DIFFANG1,"In the lines of ""D Peso is weak coz the Dollar is strong.."" 😂

"" We have high inflation rate kasi Mataas ang mga BILIHIN.."" 

7.2% to 8% Oct 5, 2022

And the SLUG thought it was a passing Mark... 

🤣😂🤫

My Gadh.... https://t.co/EjZLtDAw8B"
2022-10-22 15:29:29+00:00,reejeweled,hi @.gaon at @.hyunjin chat naman kayo sakin sayang 428 php ko alam niyo namang the peso is not weak because the peso is weak. the peso is weak because the dollar is strong */nagtampo
2022-10-22 14:12:24+00:00,scaravhs,"sa letrang t

the peso is weak not because the peso is weak. The peso is weak because the dollar is strong."
2022-10-22 11:35:35+00:00,sausejeong,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong vibes😭😭😭😭
2022-10-22 11:20:14+00:00,libagnabinilog,ma'am the peso is weak because the dollar is strong...... HAGDHAGHAHGAHAHA JOKR
2022-10-22 08:38:45+00:00,ayaluvbot,"""do you believe that the peso is weak because the dollar is strong?""

""yes bc i believe afam ang aahon sating lahat 😋""

ANTENCKXNXJSISHDIEHDUSHSUS"
2022-10-22 05:53:41+00:00,_isnotyours,"its giving me peso is weak because the dollar is strong 😔
#MissQandAQueenfinityWar"
2022-10-21 17:16:59+00:00,_hannieyo,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong."" 

Same energy ampota. Magama nga kayo. Dinamay niyo pa Pilipinas sa kaanohan niyo 😭"
2022-10-21 12:52:40+00:00,NiniManoban7,"“Peso is weak because the dollar is strong”
“Ph film is weak because kdrama is strong”
“Mahal ang bigas, so kumain kayo ng kamote”

Hsjsjdjsjsshaha punyeta ayoko na dito napakabobooo"
2022-10-21 12:00:44+00:00,JungTYBerry,"The peso is not weak it's because the dollar is strong..

Will hire a SOH AFTER a health crisis is over..

Won't fire the SOJ whose son was caught in a buy bust BUT replaces the PDEA chief.

Bonus:
Said SOJ won't resign pero sinuspinde ung BuCOR chief para daw may impartiality"
2022-10-21 04:05:04+00:00,raizxraiza,the-peso-is-weak-because-the-dollar-is-strong logic ehe
2022-10-21 00:36:53+00:00,ruru_travis,the peso is weak because the dollar is strong
2022-10-21 00:02:49+00:00,seokmeaniebuys,hahaha i know op said take with grain of salt but do know prices r also dictated by the state of economy and well.... the peso is weak chz the dollar is strong lang pala chz ulet
2022-10-20 17:15:00+00:00,News5PH,"#FrontlineTonightSpecialReport | ""The peso is weak because the dollar is strong."" Ano-ano nga ba ang nakaaapekto sa patuloy na pagbaba ng halaga ng piso? Ano naman ang koneksyon nito sa pagtaas ng presyo ng mga bilihin sa bansa? #News5 | via @maeannelosbanos https://t.co/esRXtxZD6E"
2022-10-20 15:04:36+00:00,kwangyaevolutn,Sounds like “The peso is weak not because the peso is weak. The peso is weak because the dollar is strong.” Mag-ama nga sila. 🤯🤯🤯
2022-10-20 14:30:01+00:00,mariaconcioo,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong
2022-10-20 12:00:42+00:00,summerscents_,reminds me of 'the peso is weak bcos the dollar is strong' 🤔 mag-tatay nga
2022-10-20 07:55:09+00:00,cutiengrpw,it's not that the peso is weak. it's just that the dollar is strong https://t.co/UaAs1W29tL
2022-10-20 07:00:09+00:00,pshfuckz,the 😤 peso 🤑 is 🦶 not 🚫 weak 😫 because 😁 the 👯 peso 🤑 is 🥓 weak 😫 the 👀 peso 🤑 is 😒 weak 😫 because 🤢 the 🗣️ dollar 💵 is 😐 strong 💪
2022-10-20 04:43:21+00:00,estepaniyaaaa,HAPPENING NOW: “The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.” https://t.co/TvNmhXMN7Z
2022-10-20 04:00:02+00:00,haetsaa,40k na kayo 🥹🥹🥹 hla thank you saur much bibigyan ko kayo lahat ng the peso is weak because the peso is weak the peso is weak because the dollar is strong skrrt skrrt congrats 👯👯👯 https://t.co/ril8YxlJyw
2022-10-19 22:41:25+00:00,blissandvoid,Gaganda ba buhay natin jan sa San Juanico na yan?! Gagaling bigla ang mga tao sa covid? Magiging weak na ba ang dollar because the peso is now strong?
2022-10-19 22:39:22+00:00,granolagayy,the peso is weak because the peso is weak because the dollar is strong
2022-10-19 17:13:10+00:00,falseflagnat,"A recent events blog with some focus on the weak peso and strong dollar, including references on how the Ukraine War, Federal Reserve stopping printing money, and others affecting the global currency?

Or tech blog?"
2022-10-19 17:04:02+00:00,kphlnx,"""peso is not weak because peso is weak, peso is weak because the dollar is strong"""
2022-10-19 15:04:36+00:00,RodjXXX,The PESO is not WEAK because PESO is WEAK. The PESO is WEAK because DOLLAR is STRONG.
2022-10-19 14:56:58+00:00,sesagha,shuttaa parang exam lang namin kanina haha the peso is weak because the dollar is strong
2022-10-19 12:35:01+00:00,mondejar16,"Geh unahin nio yan, while the peso is weak and the dollar is strong."
2022-10-19 08:53:35+00:00,dwiz882,THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG https://t.co/bm25QpBmZ1 via @YouTube
2022-10-19 08:15:49+00:00,strontium_a,"The question ""why is the peso weak"" begs the question, ano...what do you mean by weak? Because when we are dealing with, uhm...a, strong dollar, and you pose a...question, you have to understand that uh, the plausibility of the question is just as questionable as the question :')"
2022-10-19 05:53:55+00:00,aerontargaryen,"Ban K-stuff? Another story of the Peso is weak because the Dollar is strong. Same vibes. Sa halip na ayusin ang sarili, pupunahin ang pag-angat ng iba. Classic crab mentality."
2022-10-19 03:05:39+00:00,leraleralaii,might have to update mah comm prices in the near future bc the peso is not weak because the peso is weak. the peso is weak becuase the dollar is strong 🤪🤡🤑💸❤️💚❤️💚❤️💚
2022-10-19 02:59:24+00:00,joem2019,"Talagang di ko mapagtanto kung ano ibig sabihin nung statement na ""The peso is not weak because the peso is weak. The peso is weak because the US dollar is strong"" ek ek. Taena yarn."
2022-10-18 18:10:01+00:00,spaxejam,tanginang eng eco yan pwede naman the peso is not weak bc the peso is weak the peso is weak bc the dollar is strong na lang isagot ko
2022-10-18 13:59:30+00:00,TeddiAvelino,"And while the peso is weak bc the dollar is strong, most of the goods are also getting strongly unaffordable. Remember pancit canton when it was just Php6.00? Busog ka na sa Php20 mo noon. Ngayon kahit yung isang basong coke Php50+ na, eh 25 lang yung litro dati eh. Hays"
2022-10-18 11:03:31+00:00,simsunki_2,what do you mean by we? dont you know that the peso is not weak because the peso is weak. the peso is weak because the dollar is strong. dont we-we us
2022-10-18 00:30:04+00:00,acidscrambler,"There is a saying, na di maintindihan ng nga Pinklawan; ""the peso is weak, not because it is weak. It is weak because the dollar is strong."" Tara mag Japan na tayo. https://t.co/PUGwfEhhjd"
2022-10-17 12:51:42+00:00,dinonaROAR,The peso is weak not because the peso is weak. The peso is weak because the dollar is strong https://t.co/gJzOQzIykv
2022-10-17 12:23:05+00:00,_127oclock,nasa ₱3k yung the link+ sa beyond live 😢 laurd gusto ko lang naman sumaya pero the peso is not weak bcos it's weak. the peso is weak bcos the dollar is strong (bwakanang pinoy nga pala ako) 💔
2022-10-17 12:17:47+00:00,angelfajardomd,But the peso is weak because the dollar is strong? So pano na? 😬😬
2022-10-17 11:13:48+00:00,_namochaeng,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong. https://t.co/uKWWRQiRJW
2022-10-17 07:20:04+00:00,selbsie_bb,"uhm 
because the dollar is strong and the PH peso is weak 
because it is really really weak
like.. https://t.co/GsQTCAgF7m"
2022-10-17 05:06:43+00:00,iamwhatiam300,"The Yen is not weak, because the Yen is weak. The Yen is weak because the Peso is strong, but the dollar is the strongest."
2022-10-17 04:35:46+00:00,shaiGrndno,"Paki tanong pls sa kanya : If the peso is weak because the dollar is strong, where’s the peck of pickled peppers Peter Piper picked?(2)"
2022-10-17 02:31:07+00:00,1403_mj,🔥🔥🔥🔥🔥🚒 Sunog! 🤣The peso is weak because the dollar is strong.
2022-10-17 01:52:30+00:00,kaeya_lillies,"""Like what a great philosopher once said, 'The peso is weak not because the peso is weak. The peso is weak because the dollar is strong.' What a great philosopher"" 

-Our GeSocSci 4 professor"
2022-10-17 01:33:06+00:00,sncrlyanaa,The peso is weak not because the peso is weak. The peso is weak because the dollar is strong
2022-10-16 23:56:39+00:00,marortoll,"The peso is weak because the dollar is strong explanation caused quite a ruckus last week. Just because Sandro Marcos echoed it, he was accused of being stupid, much like his father. This was the opposition at its finest who immediately fell all over 
https://t.co/MAOzSfFdwz"
2022-10-16 23:00:02+00:00,EsquirePH,"Yes, the peso is weak, in part due to the strong dollar.
https://t.co/YPiy71eUi6"
2022-10-16 21:23:56+00:00,chooserangfrog,"PBBM trolls &amp; apologists be like: sinisiraan ni Leni ang Pilipinas sa Harvard. ‘Look over there’ is their desperate cry

Also:
- Marcos enjoys F1 race during typhoon aftermath
- tough on drugs” justice sec’s son arrested for 1.3M weed
- peso-is-weak-coz-the dollar-is-strong shit"
2022-10-16 18:20:29+00:00,tribunephl,"An adaptation from Sandro's ""The peso is weak because the dollar is strong."" https://t.co/kWkBUG903V"
2022-10-16 18:20:23+00:00,cnc_tribunephl,"An adaptation from Sandro's ""The peso is weak because the dollar is strong."" https://t.co/w5ZEwq9el6"
2022-10-16 16:36:06+00:00,MarchandPisces,"anteh mag usap mga kayo nito,
""The peso is weak not because the peso is weak. The peso is weak because the dollar is strong"""
2022-10-16 15:19:56+00:00,dendenyell,"kaya ko toh, hindi ako weak na parang peso kasi im strong like a dollar 💪✌️"
2022-10-16 14:03:21+00:00,bnxcfully,the peso 🤑 is weak 😰 because the 💰 peso is not 🚫 weak 😓. the peso is weak because the dollar 💵 is strong 💪
2022-10-16 12:42:57+00:00,mintyreen,"the peso is not weak because the peso is weak, the peso is weak because the dollar is strong.

nu daw."
2022-10-16 11:56:56+00:00,sofsecop,potus stating a fact here - that economic growth and sound economic policy can combat inflation and the weakening of local currency. who was it again that washed the government's hands off inflation and said it was because the dollar is strong and the ph peso is weak?
2022-10-16 09:21:29+00:00,Fck_itsPAUL,"TANGINA MO SANDRO DAHIL SAYO PINAPAGAWAN KAMI NG FUCKING ESSAY ""PESO WEAK DOLLAR STRONG"" AMPOTA TANGINA MO"
2022-10-16 07:01:55+00:00,RichieHo3hoho,"Guys always remember na the peso is not weak bcuz the peso weak, the peso is week bcuz the dollar is strong 🫶"
2022-10-16 05:49:45+00:00,630ehcneb,"Nakalimutan na ang F1 Grand Prix Singapore at weak peso-strong dollar.
Nakalimutan na rin si Ka Percy at si Leila.
Ano naman kayang panibagong isyu gagawin nila para matabunan ang kaso ng anak ng red-tagger na kapit-tuko?"
2022-10-16 04:41:21+00:00,theilluminaddy,"Ma, ang daming afam ngayon sa MOA. As in. Feeling ko nandito na ang mag-aahon sa pamilya ko sa laylayan ng lipunan.

Pero mas ramdam kong kaya sila dagsa dito dahil alam nilang the peso is weak because the dollar is strong. Eme 🤡"
2022-10-16 04:09:29+00:00,TIRSOPAGLICAWAN,"'Gone in a snap:' OFW families bear brunt of weak peso

https://t.co/lVR10TXlXb

""The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong."" - Sandro Marcos, Dev't Studies graduate from the London School of Economics

https://t.co/NF8p7pxjWX -"
2022-10-15 23:43:52+00:00,Trader4lyf,"Sandro Marcos got it right. The way he said is just kinda funny, but still right

The Peso is weak not because the Peso is weak but because the Dollar is strong

Peso is actually holding up well vs the other major currencies like Euro Yen etc https://t.co/h13sRydhYV"
2022-10-15 23:31:22+00:00,LouieNarisma,The peso is not weak because the peso is weak. The peso is weak hecaause the GASOLINE is DOLLAR making strong people SUFFER because the dollar is strong ☹️☹️☹️☹️ https://t.co/EHEEEw2bEy
2022-10-15 14:29:05+00:00,condezfreddie67,‘The peso is weak because  the dollar is strong’ https://t.co/rGFFFT9Hi3
2022-10-15 14:02:41+00:00,JethTorres,"Dollar to peso sticker
Strong ito, hindi kasi weak.
Idol lang nila ang weak. 😂😂😂 https://t.co/a5LTkeO02A"
2022-10-15 11:49:11+00:00,jimmys_sp21,the peso is weak because the dollar is strong 😍
2022-10-15 11:43:17+00:00,YoelCorpus,Pati technical kasalanan ko na rin. Hala sige ako na rin kaya may kasalanan kung bakit peso is weak and dollar is strong
2022-10-15 11:24:18+00:00,miss_jennalyn,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong"
2022-10-15 09:26:45+00:00,_smpforse,same vibes with the peso is weak but it is not weak because the dollar is strong hahahaha😭
2022-10-15 07:56:32+00:00,TomAndI27,"The peso is not weak because the peso is weak. The peso is weak because the dollar is strong!. --- Sandro

Hindi man tayo nagtagumpay, hindi man tayo nag wagi, nagtagumpay padin tayo! --- Leni https://t.co/GoAy8XUDfz"
2022-10-15 07:52:18+00:00,wheezy_cat,"Girl I get the attitude with single digit tips tho, I mean come on, when the peso is weak because it is not weak but the peso is weak because the dollar is strong, I'd be iffed haha"
2022-10-15 07:20:09+00:00,anyeeeeeeel,"Alam niyo kasi yung the peso is weak kinemerut ni s4ndro may make sense naman talaga (well linguistics won't agree pero look on it on another side), pero the point is, he's trying to imply that the American Dollar is just strong, and nothing to be worried about."
2022-10-15 04:53:59+00:00,ryoushimazaki,“the peso is weak because the dollar is strong” lentik amputa
2022-10-15 03:56:16+00:00,afs_wip,"Pera nya yun kaya hayaan nyo syang gamitin ang perang pinagpaguran nya sa bagay na magpapasaya sa kanya. 

Mas may pakialam pa ang mga tao sa ordinaryong Pilipinong bumili ng Iphone 14 pero nagsettle naman sa ""The peso is weak because the dollar is strong""."
2022-10-15 03:56:00+00:00,MyPhBoysLove,"regarding sandro's statement that ""the peso is not weak, the dollar is strong.""

at it's surface, it may appear a tautology, but there is some level of truth to it. +

https://t.co/mIEqNZqx26"
2022-10-15 03:37:57+00:00,clarkis_back,The peso is weak because the dollar is strong. 💯💯
2022-10-15 03:35:00+00:00,Abogado_PH,"Abogado Luke Espiritu was at a loss for words to explain his thoughts about Ilocos Norte Rep. Sandro Marcos’ viral explanation that “the peso is weak because the dollar is strong.”
https://t.co/5yZ4xBIt1O
#AbogadoNews"
2022-10-15 02:43:12+00:00,tinolangdora,the peso is not weak because the peso is weak. The peso is weak because the dollar is strong kung ako yan di kita gaganiyanin lika dito kiss kita
2022-10-14 18:37:29+00:00,ohmyhermia,"me reacting haha sa post sng isa ka boomer, praising Sandro sa statement ya nga peso iz weak because dollar iz strong, ako lg gd nag haha 😂 tani okay kpa iyay"
2022-10-14 17:50:30+00:00,jetbayona,"FYI indi ko ya fan ni Sandro Marcos pero indi ko lang gets ngaa gna batikos siya parte sa ... “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong."" — Inchakto man ni anong problema d haha o indi lang iban ka chindi amo na angry sila? 🤔"
2022-10-14 17:01:12+00:00,shalynney,"the peso is not weak bcs the peso is weak, the peso is weak bcs the dollar is strong"
2022-10-14 17:00:53+00:00,runacolls,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong.
2022-10-14 16:28:16+00:00,louisismedicine,the peso is not weak because the peso is weak the peso is weak because the dollar is strong
2022-10-14 15:52:29+00:00,rkivesk,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong amputa HAHAHAHAHAHAHA Lt Gago sana naging comedian ka nlng po nakaka entertain ka masyado yung utak niyo kasi kajolen lang eh charot HAHAHAHAHAHA LT NIYO SIR SANDRO LABYU LODI ✌️💚❤️😅"
2022-10-14 15:43:08+00:00,waningnin,"""the peso is not weak because the peso is weak, the peso is weak be because the the dollar is strong""

okay this is how it means for y'all hindi marunong mosabot, It is weak because the demand of dollar is strong. y'all should know abt forex jeez"
2022-10-14 14:27:40+00:00,zhypdb,the peso is not weak bc the peso is weak the peso is weak bc the dollar is strong
2022-10-14 13:38:55+00:00,jayetria,gusto ko yung pina explain saken kanina yung ~the peso is weak because the dollar is strong lol
2022-10-14 12:56:54+00:00,itimatblack,"“The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.”

EH DI TIGILAN NYO YUNG PAGIGING NEOLIBERAL NYO WAHAHAHHAHAHAHA NICE"
2022-10-14 12:43:18+00:00,thedriveintest,The peso is weak because the dollar is strong.
2022-10-14 11:33:04+00:00,LipaBatangas,"Explainer: Why Is Peso Weak, Dollar Strong-- https://t.co/8SkE14J1Kf - https://t.co/8SkE14J1Kf https://t.co/Zj9tPPNJu5 https://t.co/LuU7NnTGdC"
2022-10-14 11:27:37+00:00,W_Lacus,"If the peso is weak because the dollar is strong, how many apples does Jacob have?"
